,Cust_ID,Staff_ID,Amt,Prod,date
1791,109,299,22000,G,29-Dec-19
1792,230,295,16500,C,10-Mar-19
1793,260,97,48000,J,28-Jun-19
1794,363,165,500,G,5-Nov-19
1795,366,31,33500,D,8-Jun-20
1796,207,158,47500,A,23-Jul-21
1797,255,286,44000,B,18-Jan-20
1798,319,77,46500,D,19-Feb-19
1799,124,142,3500,B,30-Oct-19
1800,141,92,14500,D,30-Nov-20
1801,150,148,33500,B,21-Aug-21
1802,166,121,39000,E,14-May-21
1803,57,259,12000,D,7-Nov-19
1804,345,281,500,C,15-Apr-21
1805,355,279,14500,J,30-May-19
1806,38,221,48500,I,26-May-19
1807,37,8,35000,C,1-Mar-20
1808,5,157,34000,I,23-Jan-19
1809,12,37,21500,C,16-Aug-21
1810,228,128,45000,H,6-Jul-20
1811,131,129,9000,A,14-Jul-19
1812,88,155,13500,J,23-Jul-21
1813,312,250,49000,G,7-Mar-20
1814,341,8,16500,F,20-Mar-20
1815,135,78,500,G,12-Sep-21
1816,363,249,43500,I,5-Sep-19
1817,64,199,10000,E,24-Jun-20
1818,274,218,33000,I,31-Jan-19
1819,4,204,3000,A,12-May-21
1820,175,59,34500,D,14-Sep-20
1821,352,268,37000,J,20-Jul-19
1822,397,174,40500,G,5-Mar-21
1823,46,158,45000,D,8-Feb-20
1824,389,203,49500,H,1-Apr-19
1825,21,58,21000,A,2-Jul-20
1826,234,128,9500,I,4-Apr-19
1827,278,101,36500,G,27-May-20
1828,33,275,8500,I,9-May-20
1829,370,35,39000,G,20-Jun-19
1830,262,102,16000,G,19-Sep-21
1831,362,29,1500,C,29-Sep-19
1832,165,72,32000,A,27-Dec-20
1833,103,166,39000,A,29-Mar-21
1834,172,134,31000,H,3-May-21
1835,131,175,6000,A,9-Feb-20
1836,374,104,1500,G,2-Nov-20
1837,92,129,20000,A,18-Nov-19
1838,102,92,9000,I,16-Mar-20
1839,294,85,26500,H,12-Aug-21
1840,36,219,27000,E,3-Sep-20
1841,214,202,34500,H,23-Aug-19
1842,41,25,2000,E,7-Apr-20
1843,142,133,24000,F,20-Nov-20
1844,100,42,40000,J,24-Jan-20
1845,256,182,20000,B,18-Jun-19
1846,351,98,15500,G,20-Mar-19
1847,61,139,31500,C,26-Nov-20
1848,154,123,50000,H,10-Oct-19
1849,263,129,27000,I,26-Sep-19
1850,155,39,23500,G,27-Dec-19
1851,196,160,24000,A,5-Mar-21
1852,257,55,2000,A,14-Dec-20
1853,362,243,38000,B,8-Sep-19
1854,395,15,30500,H,25-Nov-19
1855,236,210,28500,G,26-May-21
1856,343,189,34000,E,30-Oct-20
1857,310,6,49000,E,31-Jan-19
1858,341,194,48500,H,12-Apr-20
1859,85,299,46000,I,4-May-19
1860,173,155,16000,H,7-Nov-19
1861,126,258,41500,B,5-Sep-21
1862,126,79,24000,I,31-Mar-20
1863,397,236,40000,I,7-Dec-20
1864,252,284,30000,C,3-Mar-20
1865,389,162,46500,A,2-Jan-19
1866,105,76,5500,F,29-Apr-19
1867,224,190,21000,I,16-Feb-19
1868,43,266,36500,G,30-Jan-21
1869,55,52,23500,A,13-Sep-19
1870,123,191,2500,B,24-Apr-19
1871,106,70,2000,I,22-Oct-19
1872,284,198,5500,B,6-Oct-20
1873,204,1,5500,D,21-Oct-20
1874,33,87,14500,J,11-Mar-20
1875,152,253,34000,D,18-Jun-21
1876,145,187,23500,D,17-Nov-20
1877,352,121,9000,H,14-May-20
1878,182,44,44000,D,8-Jan-21
1879,349,119,41500,E,7-Feb-21
1880,97,215,28500,J,17-Jul-21
1881,202,196,19000,D,29-Dec-19
1882,238,188,39500,I,19-Dec-19
1883,298,63,47000,E,30-Jun-20
1884,219,179,9500,J,26-Aug-21
1885,57,31,39000,A,16-May-20
1886,79,171,6000,G,20-Feb-19
1887,397,258,16500,B,5-Mar-21
1888,129,149,49500,J,27-Jul-21
1889,154,131,45000,F,21-Aug-21
1890,16,28,8500,G,21-Sep-19
1891,137,118,29500,G,3-Oct-20
1892,21,245,16000,A,22-Mar-19
1893,237,86,4500,E,23-Mar-21
1894,250,278,29000,A,20-Oct-19
1895,199,248,22000,H,7-Apr-20
1896,133,28,15500,D,9-Dec-20
1897,66,42,29500,J,20-Feb-20
1898,77,62,27500,I,26-Apr-21
1899,107,5,15000,F,23-Jan-20
1900,331,237,10500,J,21-Nov-19
1901,347,226,21500,E,24-Nov-20
1902,383,247,33000,A,12-Jul-19
1903,175,241,39500,B,15-Sep-20
1904,341,270,32500,H,20-Mar-19
1905,227,158,4500,J,29-May-20
1906,174,12,23500,G,25-Apr-19
1907,200,79,24500,I,17-Feb-21
1908,386,281,18000,C,31-Dec-19
1909,323,279,21000,D,18-Apr-19
1910,108,244,37000,A,12-Jul-21
1911,189,254,43500,I,27-Oct-20
1912,148,24,45000,D,28-Mar-20
1913,281,65,44000,E,14-Mar-21
1914,151,65,35000,G,9-May-20
1915,160,288,23500,B,25-Mar-20
1916,149,197,49500,F,8-Nov-19
1917,29,165,24000,A,6-Apr-19
1918,177,296,41500,B,5-Jun-20
1919,277,28,46500,A,7-Jul-21
1920,230,205,43000,E,31-Dec-20
1921,271,102,32500,H,14-Jul-20
1922,129,96,30500,A,1-Oct-20
1923,258,255,35000,F,7-Oct-20
1924,198,252,18500,B,23-Apr-19
1925,114,85,18000,F,28-Jun-19
1926,353,230,14000,E,17-Jun-21
1927,145,170,45000,I,22-Nov-20
1928,395,78,7000,A,8-Nov-20
1929,356,259,9000,F,7-Jan-20
1930,186,78,14500,C,29-Jan-19
1931,223,269,31500,F,20-Aug-19
1932,62,148,18500,J,19-Aug-19
1933,41,40,46500,C,19-Aug-19
1934,382,36,500,G,17-Apr-19
1935,349,82,33000,F,19-May-19
1936,286,76,14000,I,9-Sep-21
1937,79,75,41000,B,16-Apr-19
1938,119,12,38000,J,13-Sep-21
1939,264,280,45000,I,4-Jan-20
1940,299,120,6000,J,11-Jan-21
1941,149,64,17500,E,1-Mar-21
1942,223,140,38000,G,4-Oct-20
1943,292,39,42000,I,14-Dec-20
1944,260,285,33000,I,16-Mar-19
1945,366,93,25000,A,18-Jan-21
1946,320,73,48500,D,24-Feb-21
1947,108,147,19000,J,20-Mar-19
1948,23,98,47000,D,17-Sep-21
1949,271,238,41000,G,21-Aug-20
1950,170,55,8500,D,27-Jul-20
1951,334,220,27000,H,19-Mar-19
1952,216,230,9000,B,2-May-19
1953,378,263,1000,A,25-Jul-21
1954,38,136,31500,F,9-Feb-20
1955,276,183,36000,I,26-Feb-20
1956,215,251,34500,C,25-Sep-19
1957,115,280,6000,J,8-Sep-20
1958,152,99,33000,D,11-Jun-21
1959,32,262,15000,J,20-Sep-20
1960,248,159,12000,I,17-Apr-20
1961,154,201,33500,C,27-Aug-19
1962,214,212,35500,E,21-Dec-19
1963,203,62,13000,G,10-May-20
1964,108,4,9500,I,17-Nov-19
1965,78,272,48000,D,26-Sep-21
1966,328,14,25500,H,18-Feb-19
1967,133,73,44500,A,7-May-21
1968,90,39,18500,D,1-Jul-20
1969,37,264,12000,D,28-Jul-21
1970,195,201,43500,I,3-Jan-21
1971,260,118,16500,G,2-Apr-20
1972,196,32,43000,I,19-Oct-19
1973,320,142,41000,H,25-Jan-20
1974,207,110,34000,E,12-Jan-21
1975,251,65,29000,B,22-May-20
1976,361,48,42500,B,18-Nov-19
1977,330,206,41500,D,11-Jan-21
1978,382,147,29500,C,19-May-21
1979,181,143,40000,A,5-Dec-20
1980,78,28,27500,I,24-Jul-20
1981,22,227,13000,F,23-Mar-21
1982,48,124,10000,F,22-Dec-19
1983,312,179,38000,J,15-Mar-21
1984,354,161,35000,H,29-Jan-21
1985,190,74,44500,D,28-Apr-20
1986,149,234,5500,J,12-Oct-20
1987,33,151,23500,I,11-Jul-20
1988,305,295,11500,D,21-Aug-21
1989,125,234,21000,I,14-Aug-19
1990,309,38,1000,G,2-Jan-20
1991,15,167,48000,G,30-Oct-20
1992,258,142,45500,A,2-Jun-21
1993,227,198,24500,F,18-Jul-20
1994,273,76,30500,J,13-Sep-21
1995,332,89,26000,C,26-Oct-20
1996,313,116,48000,J,16-Oct-19
1997,192,67,1500,G,22-Aug-21
1998,193,294,26500,F,19-Mar-21
1999,83,28,34500,G,28-Dec-19
2000,49,219,44500,J,11-May-19
2001,13,223,2000,F,12-Feb-21
2002,287,239,48000,F,23-Aug-20
2003,70,149,48000,E,5-Aug-20
2004,232,182,500,J,8-Jul-20
2005,6,245,17000,F,7-Apr-21
2006,380,167,46500,E,3-Aug-20
2007,385,99,24500,F,13-Feb-21
2008,286,157,49500,I,6-May-21
2009,239,115,24500,A,25-Jan-19
2010,111,182,2500,A,25-Aug-20
2011,329,8,23500,H,12-Sep-21
2012,383,113,10500,J,29-Sep-19
2013,103,165,37000,J,6-Apr-21
2014,253,101,47000,G,26-Feb-20
2015,33,145,33500,D,22-Jun-19
2016,308,134,13500,D,2-Feb-21
2017,25,76,34500,F,23-May-19
2018,334,158,16500,J,3-Apr-21
2019,88,202,11000,D,5-Oct-20
2020,356,73,47500,E,26-May-20
2021,207,186,17000,C,12-Dec-20
2022,346,292,23500,D,18-Nov-19
2023,38,15,46500,D,24-Jun-19
2024,387,240,12500,I,29-Dec-19
2025,201,83,12000,F,13-Dec-19
2026,15,86,48000,A,9-Sep-20
2027,171,286,45000,G,14-Jan-20
2028,153,255,31000,G,26-Aug-21
2029,50,187,41500,J,20-Nov-20
2030,360,2,16000,F,22-Jan-19
2031,74,276,39000,E,29-Jun-20
2032,168,278,28000,A,3-Mar-19
2033,365,264,49000,J,25-Jan-21
2034,288,209,12500,C,2-Dec-19
2035,86,81,48500,E,25-Mar-20
2036,215,109,24500,J,6-Jun-20
2037,40,24,20500,G,14-Apr-20
2038,227,158,43500,B,1-Sep-19
2039,118,258,1500,H,7-Aug-19
2040,351,137,16000,I,29-Sep-20
2041,274,197,17000,A,28-Jun-21
2042,146,60,43000,F,11-Nov-20
2043,160,10,41500,G,4-Mar-21
2044,149,73,18500,I,10-Jan-20
2045,355,59,14000,D,2-Mar-20
2046,336,14,26500,F,27-Jan-20
2047,365,92,48500,B,18-Feb-20
2048,211,75,30000,E,19-Mar-19
2049,32,235,25000,H,3-Feb-19
2050,137,288,500,B,15-Jul-19
2051,237,236,49000,B,2-Sep-19
2052,191,168,21500,A,6-Apr-20
2053,95,54,5000,I,11-Jun-21
2054,170,265,25500,H,5-Mar-19
2055,347,61,20500,I,23-Jun-19
2056,194,47,5000,F,22-Jul-20
2057,82,246,42000,J,28-Feb-21
2058,152,50,45500,H,12-Jul-20
2059,315,40,38000,B,21-Mar-21
2060,359,107,36500,G,9-Feb-20
2061,8,172,41500,D,10-Mar-21
2062,14,95,33000,B,29-Jun-19
2063,129,257,19000,G,12-Jan-20
2064,202,73,11000,I,21-Jul-21
2065,367,201,38000,D,25-Jun-20
2066,62,52,27500,J,11-Mar-20
2067,211,58,2000,I,21-Feb-21
2068,217,35,16500,J,16-Aug-19
2069,348,237,47000,F,3-Aug-20
2070,213,293,48500,B,8-Aug-21
2071,325,130,9500,A,13-Jan-21
2072,192,297,30000,F,2-Mar-21
2073,177,204,29000,C,24-Jul-21
2074,226,264,4000,E,30-Jun-20
2075,136,25,49500,I,19-Mar-19
2076,186,226,20000,J,14-Feb-20
2077,28,92,24500,C,16-Aug-21
2078,272,73,25500,A,24-Dec-19
2079,385,31,40000,C,27-Jun-20
2080,310,25,32000,A,4-Sep-21
2081,114,104,40000,H,3-May-19
2082,360,211,41500,H,17-Oct-20
2083,377,223,34000,A,10-Sep-20
2084,302,57,17000,E,17-May-19
2085,279,98,2000,B,5-Aug-21
2086,344,143,46500,H,9-Sep-20
2087,394,242,12000,I,27-Jul-19
2088,367,243,36500,H,27-Dec-19
2089,11,129,16000,B,23-Nov-19
2090,309,95,39000,C,14-Jan-21
2091,202,165,18500,C,26-Aug-19
2092,89,270,9500,G,21-Sep-20
2093,358,92,46000,C,28-Jul-20
2094,34,139,20000,A,15-Jun-21
2095,95,12,44500,E,25-Jul-19
2096,108,293,19000,A,5-Mar-20
2097,266,216,49000,F,28-Aug-19
2098,78,44,9500,J,11-Nov-20
2099,41,218,36500,A,6-May-20
2100,210,24,20000,F,10-Apr-19
2101,16,8,28000,J,25-Feb-20
2102,270,300,25500,E,5-Nov-19
2103,105,181,22000,E,15-Jul-19
2104,19,54,39000,B,18-Sep-19
2105,205,126,18000,D,13-Dec-20
2106,200,197,47500,F,26-Jan-21
2107,387,215,30000,B,24-Aug-20
2108,366,259,20000,I,15-Jul-20
2109,158,177,15000,D,26-Dec-19
2110,179,136,500,E,7-Apr-19
2111,166,197,19000,D,3-Jul-19
2112,177,292,14500,B,2-Nov-19
2113,394,51,11000,C,5-Jan-19
2114,283,188,8500,I,8-Jun-21
2115,192,291,33000,B,4-Jul-20
2116,142,165,9000,G,21-Apr-20
2117,133,70,18500,F,3-Sep-20
2118,301,277,37500,F,1-Feb-21
2119,271,191,19000,G,18-Nov-20
2120,306,240,37500,B,8-Oct-19
2121,71,6,20500,C,7-Jun-19
2122,398,271,20500,G,26-Oct-19
2123,40,245,30000,I,6-Oct-19
2124,286,125,43000,D,19-Jan-20
2125,254,20,45000,F,19-Jun-20
2126,228,98,17500,D,7-Sep-20
2127,31,89,48500,D,6-Jan-21
2128,234,128,34000,A,7-Jan-20
2129,36,241,47000,C,12-Apr-19
2130,390,164,19500,A,24-Dec-19
2131,172,33,19000,J,30-Jul-21
2132,248,126,34500,H,29-May-19
2133,220,12,43500,D,11-Sep-20
2134,105,188,2000,J,10-May-20
2135,240,290,29500,F,11-Jun-19
2136,344,89,21000,C,30-Jan-19
2137,286,192,25000,I,20-Feb-19
2138,10,143,31500,I,24-Dec-19
2139,90,250,25000,B,26-Dec-19
2140,43,295,16000,C,29-Aug-21
2141,129,243,47500,B,23-May-21
2142,178,35,31500,E,28-Jul-21
2143,187,143,17000,G,2-Jun-21
2144,256,222,1000,A,13-Sep-20
2145,119,33,3500,J,4-Jan-20
2146,183,206,38500,D,5-Jan-21
2147,263,275,39500,I,21-May-19
2148,372,262,37000,D,2-Feb-19
2149,53,10,9500,B,17-May-21
2150,229,117,25000,B,23-Jul-21
2151,389,276,43000,J,15-Jul-20
2152,79,202,9000,J,3-Apr-21
2153,216,51,38000,D,20-Feb-19
2154,33,289,4500,H,27-Nov-20
2155,311,295,6500,C,12-Nov-19
2156,127,226,11500,B,28-Apr-19
2157,336,56,40500,G,12-Mar-21
2158,98,55,29500,I,19-Jan-21
2159,376,4,29500,C,21-Sep-21
2160,243,60,17500,J,30-Oct-19
2161,66,163,1000,F,6-Mar-21
2162,118,230,35000,F,14-Apr-19
2163,47,93,21000,B,12-Aug-21
2164,44,8,28000,H,15-Oct-20
2165,7,286,2500,D,24-Jan-21
2166,9,48,47000,D,8-Feb-20
2167,14,96,23500,G,12-Apr-20
2168,399,118,5000,A,24-Jun-21
2169,161,211,25500,E,6-Feb-21
2170,139,226,1500,H,15-Feb-21
2171,122,264,6500,A,19-Sep-19
2172,203,193,9500,F,7-Aug-20
2173,27,237,18000,G,23-Feb-20
2174,120,282,8500,D,3-Dec-19
2175,371,77,30500,F,15-Apr-20
2176,226,210,29500,E,29-Mar-20
2177,236,43,32000,B,16-Jun-19
2178,144,28,17500,F,22-Mar-19
2179,170,174,32500,J,23-Jul-20
2180,347,191,1000,B,8-May-20
2181,367,138,17500,A,7-Aug-21
2182,386,33,22500,J,8-Jun-21
2183,350,280,7500,B,21-Jan-19
2184,211,212,38500,D,18-May-19
2185,396,18,7000,D,14-May-19
2186,381,263,4000,A,11-Dec-19
2187,173,111,38000,B,3-Apr-20
2188,291,24,8000,J,23-Apr-20
2189,283,282,16500,D,10-Jul-21
2190,8,235,2000,A,27-Sep-19
2191,231,178,1500,F,22-Oct-20
2192,374,276,11500,H,26-Nov-19
2193,257,233,24000,H,31-Jan-19
2194,32,96,24500,D,27-May-20
2195,236,169,40000,C,20-Mar-20
2196,358,246,29500,H,17-Jul-20
2197,25,129,1500,F,9-Oct-19
2198,193,153,23000,B,30-Jun-19
2199,160,167,9000,A,18-Jun-20
2200,340,256,13000,F,8-Jun-21
2201,318,194,6000,F,1-Dec-19
2202,22,48,14500,D,26-Jul-20
2203,230,264,38000,F,4-Mar-20
2204,288,75,45500,C,8-Jun-20
2205,119,85,39000,G,31-May-21
2206,12,44,10000,B,10-Aug-19
2207,16,137,44500,F,6-Mar-20
2208,290,300,40500,F,23-Feb-20
2209,249,117,19500,I,3-Apr-20
2210,255,54,37500,G,6-May-19
2211,345,81,36000,B,16-Feb-19
2212,140,98,34500,G,7-Mar-20
2213,220,92,24500,H,9-Feb-21
2214,293,143,43000,I,15-Mar-20
2215,332,248,48500,H,29-Sep-20
2216,329,267,46500,G,14-May-21
2217,196,242,27000,F,2-Oct-20
2218,34,257,41500,I,10-Dec-20
2219,202,14,43000,D,29-Dec-19
2220,182,172,2500,J,2-Oct-20
2221,215,74,45500,F,24-Aug-21
2222,234,18,15500,A,11-Feb-20
2223,288,43,24500,D,20-Jun-21
2224,47,142,31500,J,8-Jun-20
2225,66,277,43500,I,22-Feb-21
2226,38,94,5500,J,21-Jan-20
2227,230,196,19000,E,13-Jul-20
2228,238,261,7000,E,15-Jun-21
2229,167,44,39500,H,20-Nov-20
2230,373,80,23000,H,9-Aug-21
2231,102,170,6000,H,4-Jun-21
2232,137,223,5500,E,12-Aug-21
2233,177,34,3000,J,16-Jan-19
2234,41,112,20000,B,15-Feb-19
2235,160,211,20000,C,5-Jul-19
2236,73,286,43000,B,1-Nov-20
2237,29,125,24000,B,2-May-19
2238,225,19,35000,I,5-Oct-19
2239,51,275,31500,I,11-Jan-20
2240,191,35,10500,G,2-Jun-21
2241,245,180,7000,B,12-Jan-20
2242,82,281,40500,I,29-Apr-21
2243,240,100,12500,A,3-Apr-20
2244,176,238,36500,I,21-Apr-21
2245,79,20,38500,F,11-Nov-19
2246,220,74,35500,F,22-Jan-19
2247,301,125,25000,E,16-Feb-21
2248,367,208,12000,A,30-May-20
2249,270,163,11500,F,8-Feb-19
2250,362,291,5000,E,8-Apr-19
2251,21,33,31000,G,17-Sep-20
2252,152,17,40500,E,14-Apr-20
2253,306,156,39000,E,19-Mar-21
2254,380,284,19500,G,23-Feb-20
2255,89,258,31000,G,13-Oct-19
2256,260,105,39000,E,26-Jun-19
2257,162,200,22000,G,5-Jun-21
2258,160,233,38500,I,12-Feb-21
2259,105,79,42000,C,16-Feb-20
2260,196,158,43500,I,25-Sep-20
2261,92,83,3500,I,7-Feb-19
2262,7,299,17000,E,25-Jul-19
2263,244,62,28000,I,12-Jan-19
2264,13,199,48000,I,17-May-21
2265,108,58,5000,C,19-Jan-21
2266,252,178,44000,F,14-Nov-19
2267,226,8,22500,A,5-Nov-19
2268,296,29,21000,A,31-Jan-19
2269,272,5,43000,D,7-May-20
2270,272,126,22500,C,11-Oct-19
2271,354,261,35500,H,8-Dec-19
2272,340,227,31500,F,15-Jan-21
2273,26,284,26000,J,21-Sep-19
2274,379,280,3500,I,22-Jan-19
2275,165,224,7000,F,12-Aug-20
2276,30,80,34000,E,12-Jun-19
2277,86,154,12000,A,27-Jan-19
2278,346,135,17500,A,20-Jun-21
2279,397,293,47000,G,15-Mar-20
2280,272,35,32000,I,5-Apr-20
2281,108,79,30000,D,3-Feb-20
2282,331,88,15500,E,30-Sep-20
2283,240,57,6000,B,25-Mar-20
2284,309,247,12000,I,19-May-19
2285,219,175,19500,E,31-Dec-20
2286,283,99,49000,B,4-Oct-20
2287,265,169,22500,C,4-Jun-20
2288,332,34,40000,I,22-May-21
2289,397,160,17000,H,22-Mar-19
2290,12,223,28500,I,1-Feb-21
2291,62,242,41500,I,7-Sep-21
2292,121,285,49500,A,28-May-19
2293,66,95,2000,C,8-Jan-21
2294,367,122,45000,I,11-May-21
2295,118,83,21500,J,15-Dec-19
2296,257,199,500,A,2-Jun-19
2297,169,179,3500,J,17-Jun-20
2298,265,240,37500,G,25-Nov-19
2299,261,279,31000,J,10-May-20
2300,312,103,20000,G,27-Jul-19
2301,167,230,38000,C,15-Nov-19
2302,69,186,34500,I,1-Nov-19
2303,166,112,34000,A,5-Nov-20
2304,386,61,9500,B,29-Feb-20
2305,66,246,1500,C,4-May-20
2306,133,125,44500,H,2-Aug-19
2307,81,113,38000,C,18-Sep-20
2308,175,276,39500,E,30-Jun-20
2309,275,47,1000,H,24-May-19
2310,60,204,43500,D,23-Sep-20
2311,21,258,42500,A,15-Jul-21
2312,81,59,43000,I,27-Nov-20
2313,86,200,16000,E,10-Jan-21
2314,280,179,4000,I,21-Apr-20
2315,168,176,39000,J,10-Jul-20
2316,254,19,3500,I,26-May-19
2317,4,141,24500,H,22-Aug-20
2318,42,67,15500,C,11-Dec-19
2319,396,254,15500,H,15-Dec-20
2320,150,295,27500,B,7-Sep-20
2321,39,240,1500,B,6-Feb-20
2322,197,103,19500,I,31-Dec-20
2323,341,300,1000,A,24-Sep-20
2324,342,156,2000,A,3-Jun-20
2325,63,52,46500,F,13-Aug-19
2326,342,7,50000,D,12-Jul-20
2327,164,42,17500,G,12-Dec-19
2328,317,57,45000,B,23-Dec-19
2329,302,106,8000,I,7-Sep-20
2330,349,244,41500,G,30-Jun-21
2331,127,3,23000,E,5-Mar-21
2332,73,121,14000,E,12-Apr-19
2333,16,129,47000,A,13-Jul-20
2334,39,235,20000,I,15-Feb-20
2335,216,126,13500,G,19-May-20
2336,65,104,24500,J,31-Aug-20
2337,35,215,29500,J,13-Oct-19
2338,136,71,32500,I,21-Jun-20
2339,275,263,12000,F,22-May-21
2340,208,227,2000,J,8-Apr-21
2341,247,299,29500,J,27-Jul-21
2342,255,182,40500,B,1-Aug-21
2343,89,223,7000,E,22-Jul-20
2344,140,297,26000,G,10-May-21
2345,161,63,6500,D,30-Jul-20
2346,346,74,26000,F,17-Mar-19
2347,313,23,6000,I,6-Mar-19
2348,343,228,15500,A,29-Jul-19
2349,357,54,39000,D,7-Jun-21
2350,318,285,43500,C,12-May-21
2351,46,132,20500,F,20-Aug-21
2352,295,218,30500,D,11-Mar-19
2353,269,33,5500,D,15-May-19
2354,187,290,49500,D,16-May-19
2355,249,121,16500,E,9-Mar-21
2356,219,40,8000,B,4-Feb-21
2357,17,175,20000,F,23-Sep-20
2358,45,193,49000,H,1-Mar-19
2359,181,228,13500,C,18-Jan-19
2360,196,36,48000,D,23-Apr-20
2361,333,299,35000,G,10-Aug-19
2362,290,255,44500,H,13-Aug-20
2363,126,130,13500,G,25-Aug-20
2364,205,52,40500,E,29-Sep-19
2365,383,247,2500,H,25-May-20
2366,19,120,17500,D,14-Nov-20
2367,201,125,35500,B,17-Nov-19
2368,24,294,5500,F,15-Jan-19
2369,325,264,3500,E,11-Aug-21
2370,228,191,18000,H,24-May-19
2371,153,288,47500,D,30-Sep-19
2372,254,44,27000,D,11-Dec-20
2373,90,225,38500,G,6-Dec-19
2374,65,226,2500,F,26-Aug-21
2375,101,291,47500,J,23-May-20
2376,375,267,18000,G,20-May-20
2377,199,181,41500,C,29-May-21
2378,259,99,13500,J,5-Jun-19
2379,224,140,5500,D,13-Jul-21
2380,112,270,11000,B,17-Oct-19
2381,86,49,34000,A,6-Feb-19
2382,391,287,1500,G,27-Feb-19
2383,303,237,500,I,27-Nov-19
2384,89,297,21500,C,19-Feb-19
2385,130,126,45000,F,7-Dec-20
2386,214,242,4000,F,27-Feb-19
2387,21,5,9000,H,2-Nov-19
2388,295,272,9500,E,7-Jan-21
2389,381,275,14000,A,9-Jan-20
2390,327,83,48500,D,1-Apr-19
2391,4,270,30000,D,10-Feb-20
2392,376,255,9500,G,20-Oct-19
2393,30,52,1000,C,1-Mar-19
2394,348,215,35000,G,12-Sep-21
2395,292,253,16000,C,13-Nov-19
2396,171,125,45500,B,14-Apr-20
2397,249,97,30000,I,4-Jan-20
2398,131,250,47500,C,12-Mar-21
2399,221,39,46500,H,10-Apr-19
2400,109,152,31500,B,27-Oct-19
2401,42,1,36000,E,6-Jun-21
2402,352,236,47500,B,9-Nov-19
2403,325,4,20000,G,31-Jul-19
2404,82,228,39000,C,17-Mar-19
2405,94,16,7000,G,13-Sep-21
2406,184,68,34000,A,17-Oct-19
2407,263,177,41000,B,19-Feb-21
2408,228,89,29500,E,11-Mar-19
2409,248,29,38500,E,26-Sep-19
2410,291,29,21500,H,30-May-20
2411,101,134,38500,G,4-Jan-20
2412,235,196,23000,A,24-Feb-19
2413,216,204,23000,B,14-Feb-20
2414,35,299,45500,B,7-Apr-20
2415,298,82,43500,B,13-Jul-20
2416,329,33,37000,G,2-Jul-19
2417,86,290,24500,I,1-Jan-20
2418,78,124,17000,I,13-Oct-19
2419,24,156,29500,G,22-Apr-21
2420,257,47,13000,F,7-Jul-20
2421,298,288,27000,I,11-Feb-19
2422,157,227,43500,A,29-Aug-20
2423,306,210,49000,G,22-May-21
2424,303,267,49000,E,17-Sep-19
2425,205,60,23000,H,31-Aug-19
2426,374,198,34500,C,18-Nov-20
2427,230,74,4000,J,19-Apr-19
2428,314,150,37000,H,16-Jun-20
2429,220,48,49500,D,29-May-21
2430,185,77,18500,E,6-Jan-20
2431,88,121,3500,B,2-Sep-20
2432,158,143,33500,F,23-Feb-19
2433,300,256,49000,J,28-Mar-19
2434,174,113,36500,H,21-Jul-21
2435,257,186,500,I,16-Jul-19
2436,264,190,1500,E,20-Aug-20
2437,112,165,8000,H,7-Apr-20
2438,360,21,29500,G,23-Feb-21
2439,28,141,20500,I,5-Jul-20
2440,64,258,5500,D,17-Aug-20
2441,254,71,2500,B,25-Nov-20
2442,168,287,30500,J,12-May-20
2443,318,29,25500,C,7-Dec-19
2444,360,186,5000,E,16-Feb-20
2445,84,239,39500,F,2-Jan-19
2446,97,15,47500,I,22-Feb-19
2447,7,226,19000,B,6-Jun-19
2448,58,295,9000,E,6-May-21
2449,245,236,31000,F,9-Dec-19
2450,379,233,22000,B,4-Jun-20
2451,36,258,3500,I,27-Mar-21
2452,194,13,2500,G,8-Aug-20
2453,44,107,3000,E,1-Sep-19
2454,28,100,12500,D,10-Jan-19
2455,343,134,48000,D,21-Nov-20
2456,28,8,11500,H,11-Jun-20
2457,216,278,34000,H,2-Apr-19
2458,231,65,46500,D,29-Sep-20
2459,102,17,9500,I,19-Jul-19
2460,77,182,32000,J,28-Mar-19
2461,214,145,45500,E,24-Jun-20
2462,50,165,14000,I,10-Apr-19
2463,226,178,18000,A,8-May-19
2464,131,167,7500,D,7-Jun-19
2465,116,147,42500,A,25-Nov-19
2466,45,132,41000,F,11-May-20
2467,101,29,49500,A,14-Feb-19
2468,99,242,45500,F,4-Sep-20
2469,360,169,47500,D,3-Feb-21
2470,70,48,26000,H,14-May-21
2471,321,127,24500,G,24-Sep-19
2472,122,4,22500,I,23-Jul-19
2473,96,173,32500,F,12-Apr-21
2474,150,100,12500,J,16-Nov-20
2475,22,179,23500,B,26-May-19
2476,44,152,11000,G,28-Mar-21
2477,226,110,32500,C,22-Jul-19
2478,169,273,30000,J,27-Apr-19
2479,183,115,11000,B,5-Aug-19
2480,98,291,31500,F,16-Nov-20
2481,345,31,5500,I,29-Jun-19
2482,87,278,26000,B,26-Feb-19
2483,194,154,14000,B,4-May-21
2484,215,56,6000,G,13-Sep-21
2485,348,198,28500,A,22-Aug-21
2486,61,50,27000,C,24-Sep-21
2487,250,19,1000,I,31-Jan-21
2488,147,126,18000,E,31-Aug-19
2489,115,187,49500,F,8-Sep-21
2490,206,226,28000,F,26-May-21
2491,110,2,34000,B,18-Aug-19
2492,162,285,48500,B,8-Jun-21
2493,248,51,32000,F,25-Mar-19
2494,250,5,6500,H,3-Dec-19
2495,212,227,18000,C,30-Jul-20
2496,89,58,34000,H,28-Feb-21
